_G Int,G FWHM,G Shift,_2D Int,2D FWHM,2D Shift,_2D_MassCenter,_D Int,2D/G,D/G,_R Int,_Rp Int,R/G,Rp/G,_Target
947.1601,17.2083,1583.835,5373.9507,23.1688,2691.459,2693.4802,49,5.673751143,0.051733598,0,0,0,0,28 - 30 degree
1018.0996,16.1471,1584.991,4926.9429,24.7297,2693.29,2695.2794,58,4.839352555,0.056968886,0,0,0,0,28 - 30 degree
986.1074,16.9364,1585.053,5057.9308,23.669,2693.254,2695.1881,51,5.129188565,0.051718504,0,0,0,0,28 - 30 degree
1013.2305,16.4345,1584.793,5387.9653,22.9586,2692.823,2694.9007,64,5.317610652,0.063164305,0,0,0,0,28 - 30 degree
998.625,16.4183,1584.366,5599.9278,22.2067,2692.262,2694.1145,44,5.607638303,0.044060583,0,0,0,0,28 - 30 degree
986.1074,16.5907,1584.542,5607.9883,22.2145,2692.652,2694.4543,44,5.686995453,0.044619886,0,0,0,0,28 - 30 degree
1038.2695,15.9464,1585.277,5066.999,23.8415,2693.107,2694.8038,51,4.880234852,0.049120195,0,0,0,0,28 - 30 degree
948.5508,17.2394,1584.26,4779.9255,27.1956,2691.483,2693.4173,39,5.039187675,0.041115352,0,0,0,0,28 - 30 degree
984.0195,16.2439,1584.851,5369.92,23.1454,2692.859,2694.626,36,5.457127628,0.036584641,0,0,0,0,28 - 30 degree
1019.4902,15.924,1584.811,5420.9414,22.8515,2692.838,2694.6852,47,5.317306042,0.046101473,0,0,0,0,28 - 30 degree
1017.4043,15.7404,1584.753,5582.9816,21.8927,2692.612,2694.5022,43,5.487475923,0.042264417,0,0,0,0,28 - 30 degree
1001.4082,15.9506,1584.466,5563.9288,22.1029,2692.243,2694.0774,43,5.556104693,0.042939533,0,0,0,0,28 - 30 degree
1032.0098,15.3472,1584.405,5551.9293,21.6812,2691.729,2693.7058,43,5.379725367,0.041666271,0,0,0,0,28 - 30 degree
984.0195,16.07,1584.203,5414.9872,22.6803,2691.086,2693.1999,40,5.50292672,0.040649601,0,0,0,0,28 - 30 degree
1440.2617,14.9616,1584.266,6068.9187,21.8181,2689.718,2691.5308,120,4.213761082,0.083318191,0,0,0,0,28 - 30 degree
1376.2773,15.3058,1584.607,6408.9378,21.7409,2690.784,2692.6307,106,4.656719834,0.077019362,0,0,0,0,28 - 30 degree
1097.3848,16.8558,1583.429,4552.9406,23.8026,2686.298,2688.1291,94,4.148900732,0.085658194,0,0,0,0,28 - 30 degree
1354.0215,15.8478,1584.236,5424.9718,24.7348,2688.994,2690.5593,96,4.006562525,0.070899908,0,0,0,0,28 - 30 degree
1337.3301,15.8559,1584.178,6093.9257,22.9949,2689.449,2691.2805,113,4.55678497,0.084496715,0,0,0,0,28 - 30 degree
1323.42,16.1135,1583.968,6318.9868,22.0393,2689.141,2691.0103,89,4.774740294,0.067250004,0,0,0,0,28 - 30 degree
1310.2051,16.2679,1584.078,6253.9514,22.4311,2689.561,2691.4623,92,4.773261377,0.070218014,0,0,0,0,28 - 30 degree
1341.5019,16.2392,1584.941,5707.9239,24.7835,2691.241,2692.7194,103,4.254875748,0.076779615,0,0,0,0,28 - 30 degree
1251.0879,17.5992,1584.878,4964.9571,29.4642,2691.303,2692.9675,90,3.968511805,0.071937391,0,0,0,0,28 - 30 degree
1247.6113,17.1536,1584.737,5854.9413,24.1049,2690.635,2692.338,95,4.692921024,0.076145511,0,0,0,0,28 - 30 degree
1350.5449,15.4046,1583.746,6581.97,21.2011,2688.643,2690.6791,89,4.873566218,0.065899327,0,0,0,0,28 - 30 degree
1231.6152,17.1995,1584.42,5883.9788,24.2158,2689.754,2691.7075,90,4.777448995,0.073074772,0,0,0,0,28 - 30 degree
932.5547,17.7859,1584.698,4637.9452,25.5004,2693.264,2695.0837,98,4.973376039,0.105087669,0,0,0,0,28 - 30 degree
990.2793,16.648,1584.162,5004.9862,23.9641,2691.72,2693.7866,62,5.054115743,0.062608599,0,0,0,0,28 - 30 degree
973.5879,17.6216,1583.834,4841.9386,25.6035,2691.646,2693.4465,63,4.973293731,0.064709103,0,0,0,0,28 - 30 degree
979.1524,16.4533,1584.858,5368.9125,22.8859,2692.612,2694.3832,43,5.483224573,0.043915533,0,0,0,0,28 - 30 degree
962.4609,16.8983,1584.448,5483.962,22.5271,2692.41,2694.3405,42,5.697854323,0.043638136,0,0,0,0,28 - 30 degree
1038.2695,16.2345,1584.195,5409.9491,23.5327,2691.663,2693.4985,77,5.21054418,0.074161863,0,0,0,0,28 - 30 degree
1064.002,15.2846,1584.63,5549.9141,22.1814,2692.133,2694.0445,44,5.216074876,0.041353306,0,0,0,0,28 - 30 degree
1007.668,16.3849,1584.643,5330.9904,23.2628,2692.335,2694.2136,45,5.290423433,0.044657566,0,0,0,0,28 - 30 degree
1028.5313,17.085,1584.73,5089.9908,23.9421,2692.836,2694.8049,49,4.948795238,0.047640748,0,0,0,0,28 - 30 degree
985.4121,16.2877,1584.238,5427.9948,22.9112,2691.506,2693.5228,44,5.50835006,0.04465137,0,0,0,0,28 - 30 degree
978.457,16.7408,1584.751,5439.9942,22.592,2692.498,2694.3562,40,5.559768288,0.040880693,0,0,0,0,28 - 30 degree
1022.2715,15.9229,1585.044,5471.9625,22.1587,2692.883,2694.681,45,5.352748756,0.044019617,0,0,0,0,28 - 30 degree
1065.3926,14.8586,1585.634,5392.9118,21.879,2693.495,2695.1612,44,5.061900937,0.041299329,0,0,0,0,28 - 30 degree
1039.6601,16.1899,1585.089,5084.953,23.2693,2692.157,2694.0202,48,4.890976387,0.046168935,0,0,0,0,28 - 30 degree
1029.2265,15.8064,1585.455,5212.9179,22.8509,2693.037,2694.8689,46,5.064888924,0.044693758,0,0,0,0,28 - 30 degree
1393.6641,16.1427,1583.816,6181.9533,22.5479,2689.157,2691.0859,97,4.435755574,0.069600702,0,0,0,0,28 - 30 degree
1350.5449,16.1972,1582.857,6222.9905,22.9067,2687.359,2689.3323,99,4.607762763,0.073303746,0,0,0,0,28 - 30 degree
1498.6837,13.7909,1584.705,6352.9706,21.5436,2690.625,2692.3623,105,4.239033627,0.070061481,0,0,0,0,28 - 30 degree
1381.1465,14.9193,1583.033,5747.953,22.1768,2687.004,2688.9651,108,4.161725784,0.078195905,0,0,0,0,28 - 30 degree
1153.0254,15.2917,1584.434,4275.9423,26.5111,2688.415,2689.1092,90,3.708454558,0.078055522,0,0,0,0,28 - 30 degree
1355.4121,15.8069,1583.704,5892.9556,24.0348,2689.023,2690.7988,82,4.347722438,0.060498206,0,0,0,0,28 - 30 degree
1232.3106,17.7475,1583.923,5303.9682,28.1207,2689.529,2691.1188,98,4.304083889,0.079525405,0,0,0,0,28 - 30 degree
1227.4414,16.994,1584.14,5441.918,26.9931,2690.06,2691.639,86,4.433546074,0.070064445,0,0,0,0,28 - 30 degree
1207.2735,18.5895,1583.954,5080.9223,28.2037,2688.45,2690.7682,89,4.208592585,0.073719832,0,0,0,0,28 - 30 degree
1278.2129,16.0856,1583.718,6590.9475,21.4904,2688.48,2690.4639,90,5.156376923,0.070410806,0,0,0,0,28 - 30 degree
1211.4453,17.3632,1583.718,6113.9863,23.6067,2688.871,2690.8654,85,5.046852961,0.070164125,0,0,0,0,28 - 30 degree
1065.3926,18.1444,1584.143,5703.9853,24.2042,2690.774,2692.7856,58,5.353881095,0.054440025,0,0,0,0,28 - 30 degree
1087.6484,18.0774,1584.203,5615.9577,24.7336,2690.362,2692.3186,52,5.163394439,0.047809568,0,0,0,0,28 - 30 degree
1122.4238,16.7388,1583.995,3472.0615,27.5971,2692.862,2694.4281,75,3.093360547,0.066819681,0,0,0,0,28 - 30 degree
1058.4375,15.3636,1583.351,5368.9125,22.0159,2690.366,2692.5001,55,5.072488928,0.051963389,0,0,0,0,28 - 30 degree
1015.3184,15.6914,1583.766,5404.9112,23.017,2690.815,2692.9098,42,5.323365754,0.041366334,0,0,0,0,28 - 30 degree
959.6777,17.436,1585.135,5071.9458,25.1241,2693.406,2695.3913,45,5.285051221,0.046890743,0,0,0,0,28 - 30 degree
931.1621,17.2753,1583.953,4551.9331,28.4373,2690.817,2693.4169,44,4.888443269,0.047252782,0,0,0,0,28 - 30 degree
1211.4453,16.7745,1584.226,5303.9682,23.8422,2689.702,2692.0012,90,4.378215178,0.074291427,0,0,0,0,28 - 30 degree
1156.502,13.9937,1585.511,4743.9264,23.8435,2693.082,2694.47,54,4.101961259,0.046692526,0,0,0,0,28 - 30 degree
1003.4942,16.4016,1584.419,5244.978,23.4815,2692.097,2694.0958,45,5.226714813,0.044843309,0,0,0,0,28 - 30 degree
1074.4336,15.6718,1585.112,5004.9862,24.1581,2692.293,2694.1017,54,4.658255475,0.050259039,0,0,0,0,28 - 30 degree
1007.668,17.448,1584.89,4954.9725,23.9907,2691.077,2693.0558,44,4.917266897,0.043665175,0,0,0,0,28 - 30 degree
927.6855,18.348,1584.632,4752.9946,25.7086,2692.317,2694.4363,45,5.12349778,0.048507819,0,0,0,0,28 - 30 degree
984.0195,17.1742,1584.177,5176.9189,23.8766,2691.226,2693.058,41,5.260992186,0.041665841,0,0,0,0,28 - 30 degree
986.1074,16.2259,1583.767,5358.9283,23.2233,2690.669,2692.6423,38,5.434426615,0.038535356,0,0,0,0,28 - 30 degree
976.3691,16.1015,1583.579,5305.9834,23.4244,2690.44,2692.4604,38,5.43440324,0.038919708,0,0,0,0,28 - 30 degree
916.5586,17.8745,1584.228,5017.9931,25.1267,2691.339,2693.2231,40,5.474819722,0.043641509,0,0,0,0,28 - 30 degree
954.1133,16.5223,1583.849,5410.9572,22.8139,2690.21,2692.2452,40,5.671189365,0.041923742,0,0,0,0,28 - 30 degree
1387.4043,15.8606,1583.099,5880.9558,24.0316,2688.11,2689.8801,101,4.238819067,0.072797814,0,0,0,0,28 - 30 degree
1396.4473,15.5,1584.419,6146.962,22.4856,2690.086,2691.847,95,4.401857485,0.068029778,0,0,0,0,28 - 30 degree
1397.1426,15.1743,1584.698,6394.9232,21.9867,2690.678,2692.4316,107,4.577144237,0.076584881,0,0,0,0,28 - 30 degree
1394.3594,15.6241,1584.483,6501.9118,21.6215,2690.467,2692.4555,113,4.663009982,0.081040799,0,0,0,0,28 - 30 degree
1237.1797,15.9281,1583.941,4855.9532,23.1156,2687.998,2689.4741,131,3.925018492,0.105885992,0,0,0,0,28 - 30 degree
1472.2559,14.0029,1583.942,6375.9621,20.8748,2688.962,2690.8258,102,4.330743113,0.069281434,0,0,0,0,28 - 30 degree
1430.5254,14.5838,1584.289,6071.9416,22.4506,2689.825,2691.5604,109,4.244553505,0.076195781,0,0,0,0,28 - 30 degree
1247.6113,15.6823,1585.186,4912.9282,25.1961,2690.865,2692.2609,108,3.937867668,0.086565423,0,0,0,0,28 - 30 degree
1194.0586,18.2654,1584.101,5063.9767,29.9917,2690.115,2692.0502,98,4.240978374,0.082073024,0,0,0,0,28 - 30 degree
1276.127,16.9372,1582.93,6262.9275,23.2959,2687.627,2689.708,91,4.907761923,0.071309517,0,0,0,0,28 - 30 degree
1342.1973,15.7383,1583.41,6555.9563,21.6241,2688.203,2690.2876,93,4.884495223,0.069289366,0,0,0,0,28 - 30 degree
1127.291,18.0628,1582.866,4560.9096,27.2228,2688.923,2690.8887,63,4.045902611,0.055886191,0,0,0,0,28 - 30 degree
1152.3301,16.5943,1583.828,5755.9217,23.4315,2690.253,2692.2306,73,4.995028508,0.063349903,0,0,0,0,28 - 30 degree
1262.2168,16.4063,1584.177,5649.9415,24.8458,2689.812,2691.7056,103,4.476205276,0.081602463,0,0,0,0,28 - 30 degree
1341.5019,15.4035,1584.031,5954.9687,22.2326,2689.085,2691.0372,85,4.439031134,0.063361819,0,0,0,0,28 - 30 degree
1197.5352,15.5498,1583.107,5839.9193,22.9222,2688.904,2691.0417,73,4.876615986,0.060958542,0,0,0,0,28 - 30 degree
1127.291,16.2504,1583.078,5574.9208,24.0394,2689.013,2691.2034,81,4.945414094,0.071853674,0,0,0,0,28 - 30 degree
1069.5664,16.5169,1584.035,5191.9413,24.3709,2690.965,2692.8559,73,4.854248694,0.068251957,0,0,0,0,28 - 30 degree
1375.582,14.7822,1583.582,6366.9853,21.2783,2688.345,2690.3546,77,4.628575614,0.055976307,0,0,0,0,28 - 30 degree
1352.6309,14.8349,1583.81,6092.9183,22.0542,2689.206,2691.2891,79,4.504494389,0.058404699,0,0,0,0,28 - 30 degree
956.2011,18.0192,1583.954,4184.9838,30.1591,2690.195,2691.5387,58,4.376677458,0.060656697,0,0,0,0,28 - 30 degree
1044.5274,17.291,1582.695,5084.953,25.0826,2688.148,2689.9568,45,4.868185363,0.043081685,0,0,0,0,28 - 30 degree
1019.4902,16.1438,1584.68,5067.915,24.2418,2691.549,2693.619,46,4.971028657,0.045120591,0,0,0,0,28 - 30 degree
1013.2305,16.1341,1583.902,5087.9756,24.1075,2690.731,2692.5599,52,5.02153814,0.051320998,0,0,0,0,28 - 30 degree
999.3203,15.2604,1586.256,3707.9315,25.9941,2692.768,2693.143,60,3.710453495,0.06004081,0,0,0,0,28 - 30 degree
1226.0508,18.5728,1584.917,4720.9346,31.8393,2691.238,2692.5397,112,3.850521202,0.091350212,0,0,0,0,28 - 30 degree
1347.0664,16.1372,1584.548,5784.9595,24.5253,2690.742,2692.4409,99,4.294487265,0.073493036,0,0,0,0,28 - 30 degree
1380.4492,15.5722,1584.679,6224.9139,22.6478,2691.051,2692.7426,107,4.509339351,0.077511001,0,0,0,0,28 - 30 degree
1415.2246,15.1514,1584.801,6117.9246,22.2112,2690.887,2692.5723,107,4.322935455,0.075606374,0,0,0,0,28 - 30 degree
1481.2969,14.2949,1584.076,6307.9951,21.6007,2689.56,2691.3692,101,4.258427261,0.068183495,0,0,0,0,28 - 30 degree
1397.1426,15.3631,1584.011,6115.9104,22.413,2689.601,2691.4171,101,4.377441787,0.072290402,0,0,0,0,28 - 30 degree
1165.543,15.3175,1585.239,3951.9537,25.3589,2689.506,2690.2847,147,3.39065457,0.126121473,0,0,0,0,28 - 30 degree
1412.4434,15.2304,1585.129,6334.9256,21.6702,2691.705,2693.3903,97,4.4850828,0.068675318,0,0,0,0,28 - 30 degree
1343.5898,16.26,1585.048,6264.943,22.0153,2691.415,2693.2519,96,4.66283906,0.071450379,0,0,0,0,28 - 30 degree
1341.5019,15.6583,1584.836,6327.9636,22.3643,2691.295,2693.0838,96,4.717073901,0.071561583,0,0,0,0,28 - 30 degree
982.6289,15.7516,1583.94,3418.0174,26.1932,2684.853,2686.1918,89,3.47844176,0.090573359,0,0,0,0,28 - 30 degree
1300.4688,16.2022,1584.233,6006.9976,23.3147,2689.98,2691.5177,106,4.619101665,0.081509068,0,0,0,0,28 - 30 degree
1250.3925,18.3459,1583.335,4179.9457,31.2554,2691.421,2693.2893,139,3.342906887,0.111165094,0,0,0,0,28 - 30 degree
1277.5176,17.2806,1584.203,5646.9179,24.9684,2690.087,2691.6588,81,4.420227087,0.063404215,0,0,0,0,28 - 30 degree
1353.3262,15.2719,1583.714,6203.9373,22.0542,2688.332,2690.4946,82,4.584214286,0.060591452,0,0,0,0,28 - 30 degree
1399.2285,14.93,1584.065,6393.9158,21.1862,2689.283,2691.2221,78,4.569600891,0.055745005,0,0,0,0,28 - 30 degree
1332.4609,15.4497,1584.461,6530.9493,20.9221,2689.999,2691.8354,84,4.901419096,0.063041249,0,0,0,0,28 - 30 degree
1267.086,15.9438,1584.417,6250.9284,21.7389,2690.013,2691.8152,70,4.933310288,0.055244869,0,0,0,0,28 - 30 degree
1300.4688,15.9323,1584.139,5972.9224,23.1499,2689.227,2690.9871,76,4.592899422,0.058440464,0,0,0,0,28 - 30 degree
1314.3789,15.7248,1584.746,5739.984,23.848,2690.704,2692.3347,72,4.367069496,0.054778725,0,0,0,0,28 - 30 degree
1275.4316,16.0739,1583.556,4936.9271,24.8432,2687.603,2688.9992,103,3.870789386,0.080756977,0,0,0,0,28 - 30 degree
1042.4414,14.431,1584.946,4750.9794,22.5693,2690.681,2692.0368,52,4.557550573,0.0498829,0,0,0,0,28 - 30 degree
1406.1836,14.9066,1583.364,6367.9934,22.5317,2688.154,2690.2678,113,4.528564691,0.08035935,0,0,0,0,28 - 30 degree
1381.1465,15.7347,1583.725,6113.9863,23.1169,2688.946,2690.8823,85,4.426747126,0.061543073,0,0,0,0,28 - 30 degree
1410.3555,15.317,1583.623,6313.949,22.1911,2688.755,2690.7206,93,4.476849277,0.065940821,0,0,0,0,28 - 30 degree
1433.3066,14.7885,1583.301,6309.9186,21.8778,2688.202,2690.1739,99,4.4023509,0.069071056,0,0,0,0,28 - 30 degree
1428.4395,14.8779,1584.395,6258.9892,22.1677,2690.525,2692.3777,110,4.38169709,0.077007112,0,0,0,0,28 - 30 degree
1420.0937,15.2732,1584.189,6415.9912,21.36,2689.41,2691.3665,102,4.518005537,0.071826246,0,0,0,0,28 - 30 degree
1370.0176,15.4943,1584.177,6092.9183,22.3663,2689.52,2691.3886,103,4.447328487,0.075181516,0,0,0,0,28 - 30 degree
1372.1035,16.0223,1584.908,5852.9265,23.2752,2691.246,2693.0236,118,4.265659624,0.085999343,0,0,0,0,28 - 30 degree
1350.5449,15.664,1583.705,6314.9564,22.3611,2689.124,2691.0316,96,4.675858167,0.07108242,0,0,0,0,28 - 30 degree
1318.5508,16.2363,1583.966,6265.9505,22.4869,2689.602,2691.6326,95,4.752149481,0.072048798,0,0,0,0,28 - 30 degree
1346.3711,15.6974,1585.083,6442.9217,21.9822,2691.76,2693.4906,107,4.785398097,0.079472888,0,0,0,0,28 - 30 degree
1328.2891,15.725,1584.386,6397.9461,22.027,2690.068,2691.9975,91,4.816681926,0.068509182,0,0,0,0,28 - 30 degree
1378.3632,15.4825,1584.448,6067.9119,22.7672,2690.273,2692.1064,103,4.402259071,0.074726313,0,0,0,0,28 - 30 degree
1398.5332,15.0515,1584.202,6042.9963,22.7763,2689.444,2691.4107,89,4.320953053,0.063638103,0,0,0,0,28 - 30 degree
1085.5625,20.8352,1584.02,3587.0196,28.4736,2688.744,2691.1166,97,3.304295791,0.089354597,0,0,0,0,28 - 30 degree
1313.6836,17.1684,1583.543,5210.9941,26.9717,2688.516,2690.7173,77,3.966704083,0.058613809,0,0,0,0,28 - 30 degree
1287.2539,15.8914,1584.381,6084.9495,23.2505,2690.263,2692.1112,80,4.727077929,0.062147802,0,0,0,0,28 - 30 degree
1334.5468,15.6729,1585.976,5895.9785,22.616,2692.683,2694.3218,88,4.417963087,0.065939988,0,0,0,0,28 - 30 degree
1356.1074,15.2328,1585.029,6118.9327,21.9485,2691.235,2692.9742,78,4.512129865,0.057517568,0,0,0,0,28 - 30 degree
1332.4609,15.6549,1584.711,5580.9664,23.8234,2690.419,2692.0068,79,4.188465418,0.059288794,0,0,0,0,28 - 30 degree
1285.1679,16.9299,1583.641,5346.9288,26.7168,2688.172,2689.7925,71,4.16049047,0.0552457,0,0,0,0,28 - 30 degree
1329.6797,17.279,1583.81,5146.9658,27.494,2689.292,2690.9672,77,3.870831299,0.057908683,0,0,0,0,28 - 30 degree
1215.6191,16.3404,1583.074,4915.9512,26.8472,2686.501,2688.5172,71,4.043989766,0.058406453,0,0,0,0,28 - 30 degree
1290.0372,16.3119,1584.028,6360.9393,22.027,2689.575,2691.3538,92,4.930818507,0.071315773,0,0,0,0,28 - 30 degree
1362.3671,15.762,1583.856,5981.9906,23.1499,2688.744,2690.617,97,4.390880109,0.071199605,0,0,0,0,28 - 30 degree
1312.293,16.1412,1584.546,5966.9685,23.0098,2690.873,2692.6827,99,4.546978838,0.075440469,0,0,0,0,28 - 30 degree
1360.2813,15.7396,1584.821,6203.9373,22.2884,2691.355,2693.0842,95,4.56077526,0.069838496,0,0,0,0,28 - 30 degree
1320.6387,16.1224,1584.908,6097.9561,22.6173,2691.322,2693.1366,111,4.617429506,0.08405024,0,0,0,0,28 - 30 degree
1408.2695,15.2833,1584.045,6075.9727,22.5349,2689.479,2691.3901,95,4.314495698,0.067458679,0,0,0,0,28 - 30 degree
1331.0703,15.6919,1584.574,6377.9776,21.3069,2690.697,2692.5412,102,4.79161589,0.076630062,0,0,0,0,28 - 30 degree
1391.5782,14.9514,1585.057,6053.988,22.2449,2691.682,2693.4506,104,4.350447571,0.07473529,0,0,0,0,28 - 30 degree
1364.4531,15.6825,1585.102,5872.9871,22.8009,2691.707,2693.387,101,4.304279202,0.074022332,0,0,0,0,28 - 30 degree
1285.1679,16.4702,1584.458,6129.9251,22.9514,2690.489,2692.2097,102,4.769746505,0.079367062,0,0,0,0,28 - 30 degree
1281.6914,16.3789,1584.776,6324.9406,22.1716,2691.381,2693.2047,86,4.934838917,0.067098835,0,0,0,0,28 - 30 degree
1292.123,15.9399,1584.892,6245.9813,22.2352,2691.571,2693.3986,102,4.833890659,0.078939853,0,0,0,0,28 - 30 degree
1298.3828,15.839,1584.776,6437.9752,22.0821,2691.36,2693.1572,97,4.958456936,0.074708322,0,0,0,0,28 - 30 degree
1321.334,15.9498,1584.927,6083.9414,22.7276,2691.196,2692.9922,114,4.604393287,0.086276445,0,0,0,0,28 - 30 degree
1345.6758,15.639,1585.004,5623.9267,23.9907,2691.383,2693.241,105,4.179258258,0.078027709,0,0,0,0,28 - 30 degree
1272.6485,16.8279,1584.878,5284.9157,24.4176,2691.354,2693.2305,102,4.152690786,0.080147818,0,0,0,0,28 - 30 degree
1232.3106,17.2112,1582.606,5578.9512,24.9249,2687.247,2689.1781,94,4.527228119,0.07627947,0,0,0,0,28 - 30 degree
1468.082,16.6788,1582.421,6064.9804,24.5688,2686.928,2689.3745,103,4.131227275,0.070159569,0,0,0,0,28 - 30 degree
1300.4688,15.8228,1584.055,5996.922,22.3312,2689.817,2691.6596,85,4.611353998,0.065361045,0,0,0,0,28 - 30 degree
1303.25,15.6619,1584.617,5876.9261,23.2823,2690.848,2692.6483,79,4.509438788,0.060617687,0,0,0,0,28 - 30 degree
1339.416,15.7224,1584.651,5596.9963,24.3099,2690.662,2692.335,85,4.178684068,0.063460493,0,0,0,0,28 - 30 degree
1298.3828,14.8518,1583.246,5355.997,22.195,2686.194,2688.0633,88,4.125129353,0.067776622,0,0,0,0,28 - 30 degree
1308.1191,15.5112,1585.064,5605.9731,24.0621,2690.891,2692.6217,84,4.285521938,0.064214336,0,0,0,0,28 - 30 degree
1262.2168,16.8498,1584.035,5371.9355,25.2928,2688.195,2690.1754,75,4.255953098,0.059419269,0,0,0,0,28 - 30 degree
1400.6192,14.9475,1583.945,5995.9138,22.8775,2689.336,2691.1457,93,4.28090219,0.066399204,0,0,0,0,28 - 30 degree
1394.3594,15.08,1584.317,6154.9314,22.2715,2690.214,2692.0166,100,4.414164239,0.071717521,0,0,0,0,28 - 30 degree
1355.4121,15.6186,1585.194,6052.9806,22.5142,2692.181,2693.8005,102,4.465786162,0.075253866,0,0,0,0,28 - 30 degree
1318.5508,16.0533,1584.336,5986.9377,22.7069,2690.025,2691.7269,109,4.54054383,0.082666515,0,0,0,0,28 - 30 degree
1339.416,15.5566,1584.65,6141.9242,22.2508,2690.629,2692.5042,103,4.58552399,0.076899186,0,0,0,0,28 - 30 degree
1333.1562,15.8035,1584.613,6280.9725,21.9128,2690.741,2692.4712,93,4.711355279,0.069759268,0,0,0,0,28 - 30 degree
1350.5449,15.9691,1585.166,6093.9257,22.4688,2692.042,2693.6317,99,4.51219778,0.073303746,0,0,0,0,28 - 30 degree
1291.4278,17.169,1584.922,5443.9326,25.2681,2691.427,2692.9323,119,4.215437053,0.092146073,0,0,0,0,28 - 30 degree
1262.2168,16.7789,1584.877,5593.9736,25.911,2691.947,2693.3986,94,4.43186432,0.074472151,0,0,0,0,28 - 30 degree
1240.6563,16.4405,1584.856,6146.962,22.9981,2691.715,2693.473,101,4.954605075,0.081408525,0,0,0,0,28 - 30 degree
1292.123,15.9774,1584.705,6488.996,21.7409,2691.35,2693.1972,94,5.021964627,0.072748492,0,0,0,0,28 - 30 degree
1304.6426,16.1406,1584.786,6315.9638,22.2138,2691.512,2693.2807,96,4.841144847,0.073583371,0,0,0,0,28 - 30 degree
1246.2207,16.5565,1584.48,6167.9386,22.7659,2690.554,2692.3534,107,4.949314836,0.085859591,0,0,0,0,28 - 30 degree
1313.6836,16.3273,1585.256,6085.957,22.3877,2692.025,2693.7885,97,4.632741857,0.073838175,0,0,0,0,28 - 30 degree
1387.4043,14.899,1585.045,5867.9492,22.7069,2691.466,2693.2496,101,4.229444294,0.072797814,0,0,0,0,28 - 30 degree
1252.4805,16.4885,1582.847,5393.9195,21.748,2687.978,2689.8738,86,4.306589604,0.068663744,0,0,0,0,28 - 30 degree
1282.3867,16.0593,1584.497,5334.929,24.5636,2690.707,2692.576,120,4.160156215,0.093575518,0,0,0,0,28 - 30 degree
1247.6113,16.4647,1583.744,5726.9764,23.68,2689.219,2691.4099,86,4.590353101,0.068931726,0,0,0,0,28 - 30 degree
1358.1953,15.4393,1583.803,6285.919,22.051,2689.05,2691.1813,77,4.628140739,0.056692878,0,0,0,0,28 - 30 degree
1330.375,16.0512,1583.385,6072.9491,23.7591,2687.948,2689.5946,80,4.564840064,0.060133421,0,0,0,0,28 - 30 degree
1293.5137,15.6922,1583.987,5688.9628,23.5282,2689.705,2691.4451,72,4.398069228,0.05566234,0,0,0,0,28 - 30 degree
1424.2656,16.0621,1583.365,5439.9942,25.6282,2687.936,2689.9748,76,3.819508243,0.053360834,0,0,0,0,28 - 30 degree
1280.2988,15.9709,1584.521,4740.9952,28.4859,2689.753,2691.4429,81,3.703038072,0.063266481,0,0,0,0,28 - 30 degree
1283.0821,16.4376,1585.139,5696.9316,22.7471,2690.664,2692.4963,79,4.44003669,0.061570495,0,0,0,0,28 - 30 degree
1306.0332,15.3811,1583.947,6155.9388,21.7246,2689.046,2690.9665,81,4.713462721,0.062019863,0,0,0,0,28 - 30 degree
1300.4688,15.142,1583.425,5851.9191,22.9553,2687.998,2689.9374,68,4.499853514,0.052288836,0,0,0,0,28 - 30 degree
1197.5352,16.4108,1584.241,4868.9605,26.5533,2688.945,2690.7854,75,4.065818274,0.062628639,0,0,0,0,28 - 30 degree
1309.5098,15.7456,1583.909,5782.9446,23.1629,2689.494,2691.3332,100,4.41611403,0.076364453,0,0,0,0,28 - 30 degree
1212.1406,16.3842,1584.886,4557.9784,26.3593,2690.352,2691.7801,148,3.760272034,0.122098047,0,0,0,0,28 - 30 degree
1308.1191,16.2126,1585.096,5433.9483,25.5276,2691.988,2693.3907,96,4.154016481,0.073387813,0,0,0,0,28 - 30 degree
1353.3262,15.1386,1584.816,5813.9969,23.0215,2691.03,2692.67,104,4.296079467,0.076847696,0,0,0,0,28 - 30 degree
1337.3301,15.7899,1584.286,5857.965,22.616,2690.167,2691.9941,101,4.380343342,0.075523612,0,0,0,0,28 - 30 degree
1313.6836,15.9709,1584.636,5831.9499,22.8275,2690.579,2692.4316,101,4.439387003,0.076883049,0,0,0,0,28 - 30 degree
1299.0781,15.991,1584.663,5808.9584,23.4717,2691.231,2692.8533,107,4.471600591,0.082366103,0,0,0,0,28 - 30 degree
1282.3867,16.3226,1584.8,5608.996,24.6064,2691.542,2693.247,251,4.373872561,0.195728792,0,0,0,0,28 - 30 degree
1198.2324,17.3896,1584.364,4911.9208,29.6031,2690.548,2692.231,108,4.09930561,0.090132766,0,0,0,0,28 - 30 degree
1238.5703,17.0037,1584.655,5354.9893,25.9863,2691.364,2693.0146,99,4.323524712,0.079930869,0,0,0,0,28 - 30 degree
1255.2617,16.3758,1584.448,6188.9152,22.1087,2691.139,2693.0176,96,4.930378422,0.076478076,0,0,0,0,28 - 30 degree
1249.0019,16.0277,1584.593,6208.9758,22.0756,2691.019,2692.9458,95,4.971150004,0.076060733,0,0,0,0,28 - 30 degree
